TV,Radio,Social_Media,Influencer,Sales
100.00,34.999566080,3.442713665,Micro,354.62346290
85.00,24.155513140,4.220903998,Mega,303.29768550
55.00,24.072124510,5.369232218,Macro,194.55907450
52.00,20.300701660,4.283666628,Macro,184.97177780
34.00,11.611614140,3.240610721,Micro,114.69611460
70.00,23.317743280,5.445912683,Micro,249.27360500
34.00,12.360830610,5.470915563,Mega,121.70995600
74.00,28.296297000,5.035405860,Nano,260.09534110
20.00,6.660924603,0.657145317,Nano,74.78780996
76.00,21.010018010,4.471264224,Micro,275.73614190
50.00,11.758944640,0.697241088,Micro,173.18779310
33.00,10.176845570,1.872567716,Macro,117.55284940
14.00,1.171320283,2.402996799,Macro,47.39172408
34.00,8.964285289,2.893730794,Macro,123.34922320
47.00,11.997976110,2.844788545,Nano,172.27019190
79.00,28.990040260,5.706563760,Mega,287.58319900
17.00,7.089038619,0.267236850,Micro,56.96744934
52.00,15.040805430,2.272803588,Mega,182.72710900
38.00,14.032102930,0.298856444,Macro,141.21767270
86.00,27.939602660,6.377503940,Macro,307.71893710
33.00,3.887493556,2.279986256,Mega,116.01530210
33.00,8.231079212,1.830718076,Micro,118.46366530
23.00,12.155126760,2.918798045,Macro,85.09294380
66.00,16.432195430,3.237042142,Macro,236.89103300
69.00,21.320444970,4.852932371,Nano,249.20610050
96.00,31.450661210,5.395932867,Mega,343.91084930
20.00,8.556137899,2.255180617,Mega,79.28170883
43.00,17.610645610,1.794590400,Nano,149.40687210
59.00,21.492688030,1.530348612,Macro,205.68479680
40.00,23.740138070,2.669949446,Macro,137.16882360
16.00,2.452537089,0.865971168,Macro,61.06091789
100.00,36.072335190,7.343767899,Micro,353.61863380
87.00,26.996277620,1.866030869,Micro,312.14869920
37.00,14.075414140,0.277740830,Nano,131.66625260
26.00,2.411407696,1.128846504,Mega,93.18048032
21.00,1.086564488,1.233637133,Nano,75.25843567
86.00,18.907308360,4.165039776,Micro,305.20437140
95.00,25.733764860,2.270527985,Nano,336.65713880
88.00,32.847087400,6.447430549,Macro,310.74350480
79.00,23.391255870,5.083688528,Nano,281.86094610
93.00,34.112166220,2.786386971,Nano,329.16735530
49.00,10.554741790,0.342502633,Macro,178.56248500
39.00,10.429065730,4.375999920,Macro,138.43159470
53.00,25.162878340,5.689885638,Micro,186.52922310
49.00,14.163949290,1.040513946,Micro,173.80001650
78.00,21.173551080,1.521428549,Nano,279.84178380
95.00,28.464520270,3.601174633,Mega,344.92079190
55.00,20.873105000,2.839873992,Mega,193.90006760
90.00,24.746904450,7.061842686,Mega,323.85540480
20.00,7.833709453,4.783670357,Mega,71.07465941
57.00,16.224357580,2.816390044,Nano,209.53649890
37.00,7.139056221,2.660930829,Nano,129.88726840
49.00,18.914317880,0.747304256,Macro,172.25287620
31.00,12.531007330,2.685308786,Nano,114.04876120
16.00,1.575240439,2.036787105,Micro,59.08480912
24.00,11.019894240,0.759861818,Macro,86.73732416
62.00,17.836363050,3.980693917,Micro,222.54403040
99.00,35.238722910,2.678608349,Mega,353.09730350
99.00,29.659630130,7.730380910,Micro,353.54865230
75.00,21.565107930,6.507939785,Micro,267.85274940
68.00,11.149283510,3.602205534,Mega,240.96241170
98.00,34.893578970,6.591226551,Nano,352.31867790
26.00,10.722820340,2.627919227,Macro,90.79028582
15.00,1.619455174,0.263737433,Nano,56.22270792
75.00,24.766780770,8.778415289,Micro,264.82823370
61.00,9.879165582,1.436028111,Nano,213.07162740
16.00,3.815213208,0.332790100,Macro,53.21920964
53.00,19.361612310,1.654827873,Nano,189.65506450
13.00,1.430684248,1.661340041,Micro,46.63333169
62.00,21.566589050,1.046840025,Nano,219.90014440
21.00,6.753057335,1.970540402,Macro,75.12415924
61.00,26.017957860,4.539550507,Micro,216.54992630
13.00,1.523935466,3.518965997,Nano,51.33690796
67.00,23.743600680,2.231237256,Micro,237.01713910
90.00,30.459878940,6.350355454,Mega,315.17920460
50.00,21.863441160,5.987261805,Nano,176.92337230
12.00,7.525871114,4.351137632,Nano,45.36848160
75.00,20.299455010,8.637936045,Nano,268.56573210
60.00,31.917950200,1.642863312,Macro,215.75816880
74.00,22.324642340,4.001166429,Macro,266.36275740
10.00,2.687161173,2.552869928,Mega,37.08405319
54.00,13.686145160,0.864997463,Nano,199.03358360
40.00,9.952697790,0.498155859,Nano,146.88993960
51.00,27.456095110,1.952142405,Micro,181.34189330
80.00,19.329788290,2.659791544,Macro,286.72414750
14.00,2.648968868,2.182940143,Nano,55.57428349
29.00,8.943415485,2.715735436,Nano,105.32052100
61.00,9.574189313,1.846560373,Nano,215.91172270
83.00,31.885692220,3.038152940,Micro,296.24494210
15.00,7.631560662,1.459345124,Nano,55.44668068
39.00,21.554301490,3.285517042,Micro,145.70860260
58.00,20.762681930,4.156663595,Mega,208.81317360
64.00,20.533171320,4.245637001,Micro,226.78065070
59.00,21.187244840,1.117233143,Nano,206.62121010
89.00,30.514873650,9.431987087,Macro,314.25191000
64.00,26.375816920,3.715556358,Mega,225.78210310
14.00,2.359354088,1.141379612,Micro,50.49789748
54.00,13.096473980,1.750715030,Mega,195.81504880
40.00,6.151431894,5.955430467,Mega,143.17854360
23.00,9.665970142,3.653518074,Nano,77.78736554
67.00,22.281318030,5.024264569,Mega,237.48870400
37.00,4.539363375,0.807812497,Mega,128.11049630
33.00,20.811055620,4.438582726,Mega,118.50020890
97.00,29.947113110,4.767623725,Mega,345.94670830
67.00,16.705374580,2.657607685,Macro,238.33466090
27.00,2.742980844,0.290660760,Mega,96.01512547
46.00,13.782662340,0.176731945,Macro,164.25602800
17.00,6.933958113,1.745695372,Macro,60.64135781
70.00,25.142379100,3.418215318,Nano,248.98199100
97.00,30.539838410,8.846154241,Mega,348.45296160
100.00,30.107063690,8.054539885,Mega,357.78819520
18.00,1.481611067,2.321315362,Nano,59.54822642
63.00,15.798201770,4.337964302,Macro,225.74540190
47.00,15.588488830,4.779978973,Mega,166.45073000
77.00,25.051754600,4.273356679,Nano,270.16749170
60.00,17.599140550,1.792459542,Macro,217.00820530
12.00,5.309371030,0.886191819,Micro,40.69035888
58.00,21.366629780,4.869841897,Macro,209.91607030
66.00,18.198378170,6.138034353,Mega,236.41175500
98.00,37.299687910,5.509882621,Mega,346.94903640
23.00,14.805533140,1.818714968,Micro,80.27251748
29.00,4.442709588,3.533258348,Mega,104.42118230
57.00,2.451159611,1.932471284,Mega,201.43124280
10.00,1.667023998,5.648119947,Micro,34.78708531
97.00,34.786436910,5.168134754,Micro,344.02958710
62.00,13.250959260,2.680226827,Nano,218.17314210
78.00,31.219467280,7.587730571,Nano,270.65359490
32.00,21.477269780,3.457469560,Macro,113.67513860
56.00,21.411172350,3.944672626,Micro,199.00410180
44.00,12.613350100,2.000279606,Micro,158.67309220
25.00,15.660677410,4.894260232,Mega,93.29321600
46.00,7.179374076,3.421230648,Macro,166.49574000
49.00,17.579873780,1.218985086,Macro,173.61207940
84.00,28.255843730,5.699994101,Mega,298.88234290
12.00,6.299113349,0.912153440,Micro,40.15359647
99.00,34.920926710,6.825080712,Nano,355.92612240
47.00,12.914930420,1.829351188,Nano,172.87805280
31.00,10.822490160,0.857715137,Macro,107.31651620
64.00,22.335417860,0.434649663,Mega,225.80499540
88.00,25.597281550,4.903209547,Micro,314.31132970
94.00,21.231890060,4.101766949,Mega,334.24613020
13.00,11.973377640,0.124167140,Mega,49.49801278
94.00,33.993736180,5.491583816,Nano,334.79142120
61.00,26.823434840,5.586457741,Macro,214.34654260
75.00,26.576045520,6.141799337,Macro,265.21723580
83.00,24.140788510,5.204844004,Micro,292.31354500
10.00,5.298172116,0.903993562,Mega,37.06927500
84.00,27.299558910,5.084324988,Micro,305.18197060
27.00,8.356876047,3.829888213,Micro,97.93025316
66.00,34.394427090,3.764872969,Mega,240.89060450
60.00,11.201913540,3.278170228,Micro,210.06956900
44.00,11.822495580,1.840562767,Macro,155.63022950
11.00,2.478502537,1.480315228,Micro,38.86596606
38.00,9.953269119,0.713255761,Nano,134.39609490
35.00,14.579767110,3.274513943,Nano,124.17635040
49.00,16.591595460,0.394758957,Micro,177.30878910
63.00,18.662869710,2.145018859,Nano,225.85089720
26.00,17.177529210,2.970977490,Nano,94.50404095
39.00,5.044617940,2.012805814,Macro,138.85621130
31.00,18.129411660,3.425164997,Macro,113.54809820
32.00,11.859268740,1.787562176,Mega,110.37727810
14.00,11.244390340,2.602426966,Mega,53.87149398
77.00,25.467344740,1.829690923,Mega,273.79888250
69.00,21.046612710,5.599101966,Nano,245.64314490
88.00,29.437584710,5.523007979,Micro,317.15942920
93.00,24.641195150,4.856110743,Mega,326.03588170
10.00,0.573244039,1.072542455,Micro,33.71960742
85.00,29.573193130,5.647527894,Nano,298.31370840
91.00,29.481794550,2.502110175,Nano,324.87136370
92.00,26.892687900,3.890886001,Nano,327.86953870
25.00,13.969212250,5.209408375,Mega,90.62518481
33.00,7.841799099,2.114598916,Nano,113.39652370
77.00,28.468827170,3.439719406,Macro,274.90677310
69.00,26.949944630,2.112651668,Nano,245.33288760
25.00,1.247191596,1.757639591,Mega,90.04268581
67.00,28.208122720,4.030445720,Micro,239.60045890
47.00,19.600887770,8.160758956,Mega,166.97585350
81.00,32.481799760,5.065837233,Macro,287.91542220
98.00,33.804166170,6.854701422,Macro,349.64108310
78.00,24.735797620,4.856536670,Nano,279.52276950
35.00,15.072338140,0.928096772,Macro,123.56529110
26.00,8.871762171,1.900113447,Nano,91.71044740
58.00,27.232057650,4.969437558,Micro,211.72838230
46.00,23.820475280,1.627421268,Micro,159.45084810
60.00,17.220849220,5.411438960,Mega,216.66824010
51.00,16.174848750,1.898537466,Micro,185.04876470
27.00,12.245997340,2.026165043,Mega,99.96302723
55.00,14.656633360,3.817979653,Micro,191.52126610
88.00,31.060400080,5.598760009,Micro,313.12494530
33.00,5.338710726,2.316944260,Macro,120.25212400
43.00,14.623158990,3.608015493,Nano,154.26470620
84.00,31.215857350,1.944918744,Micro,296.61521220
97.00,31.417453860,4.016903210,Nano,343.48166460
49.00,18.606293520,5.167471593,Nano,175.53913510
54.00,26.811272650,7.628128670,Mega,193.87120320
15.00,5.559327554,1.207829519,Mega,48.27654502
68.00,16.845297320,4.987388927,Macro,243.39280830
37.00,13.338918460,2.531478926,Micro,132.87557370
79.00,26.742888820,4.026507794,Nano,285.68388040
96.00,24.603597110,4.146171130,Nano,342.95820070
56.00,14.682107580,3.733367354,Micro,204.11401920
31.00,12.327459750,1.450388739,Mega,106.76254120
34.00,18.151119960,3.103474045,Micro,120.11302320
62.00,26.565561360,2.245302708,Mega,216.25188140
38.00,15.202465940,2.346264462,Micro,128.99358130
32.00,14.487360520,0.931805763,Macro,111.18812190
91.00,35.488873710,6.478934029,Micro,324.62733360
30.00,11.877716920,0.521646686,Nano,105.54028710
53.00,17.710483600,0.670137979,Nano,185.03302950
87.00,34.452873780,5.827060764,Mega,308.22046990
92.00,27.868478200,2.766438696,Micro,323.40209660
97.00,38.913956380,9.088162781,Nano,349.39437130
99.00,34.475764070,4.934271990,Macro,347.55240990
68.00,16.410371160,3.082835585,Macro,243.34307950
73.00,17.202430340,5.265145607,Mega,263.00795680
73.00,31.854387350,5.430961826,Mega,260.14104790
20.00,7.325061924,1.587892055,Nano,70.88148393
38.00,17.171514860,4.116564215,Macro,139.00049430
79.00,28.232161990,4.769820450,Macro,280.32096940
48.00,7.395379413,2.925949505,Nano,172.52487800
79.00,26.659166290,5.058853639,Mega,286.07452140
28.00,15.987103550,0.831085792,Mega,95.67204115
61.00,21.981998980,4.021468949,Macro,220.83822160
59.00,19.159906690,4.831583416,Nano,212.40862830
99.00,33.381723400,8.147554697,Micro,349.63526190
66.00,22.433865870,0.874304744,Micro,232.40953120
12.00,2.689973086,1.873918167,Mega,46.74453019
14.00,4.702788925,1.325031956,Mega,47.20872537
37.00,11.564405780,3.196670639,Micro,129.17760060
95.00,24.083922990,3.537059462,Micro,338.29734140
74.00,20.717041810,3.564433801,Nano,263.52984390
85.00,27.470120190,5.023978417,Nano,304.92185220
17.00,14.694603800,0.474445692,Mega,60.56969734
42.00,12.059070890,1.472850958,Micro,146.82345270
60.00,17.887658800,4.215976155,Macro,219.15445680
32.00,11.219303550,0.656788657,Micro,114.72908850
29.00,22.056605050,4.372790192,Nano,102.16009700
56.00,22.659135060,0.484667648,Mega,201.97644590
11.00,7.322336297,1.174883484,Micro,36.96905150
57.00,23.270449190,5.741407966,Micro,204.23688080
95.00,38.051254130,3.180587039,Micro,337.01685080
70.00,18.397147520,1.654340278,Macro,248.03479900
46.00,15.432661880,1.018386283,Mega,154.83041860
84.00,28.062565770,3.420994554,Nano,294.02078230
72.00,26.448005350,3.509245812,Micro,256.37370020
14.00,6.167699608,0.901902768,Nano,45.77378949
52.00,18.254182260,2.745603394,Nano,182.77755290
13.00,2.879753335,0.221099517,Micro,40.56580781
76.00,31.364383750,7.209496962,Macro,269.95245690
93.00,23.007908460,4.426276690,Micro,330.74297860
31.00,7.682984504,1.443827375,Nano,110.02720350
31.00,20.509704800,1.575745303,Macro,110.64228970
62.00,16.992034820,3.781429364,Mega,219.16953060
47.00,18.765085820,6.298226829,Macro,160.50207050
87.00,37.933485780,7.081628466,Macro,305.29164350
52.00,12.044813550,0.370684494,Nano,187.71091600
94.00,34.830223420,6.007376739,Mega,330.30906000
14.00,3.492288507,1.662926385,Micro,51.36711319
45.00,14.184603550,5.545421141,Macro,153.57870450
20.00,6.533529151,0.389875207,Mega,68.65396305
63.00,27.003880980,4.800652099,Nano,221.14478370
80.00,31.599247300,5.409547295,Mega,280.21363990
85.00,28.202710030,7.586978644,Macro,300.02192190
88.00,24.628032090,9.751647012,Micro,314.49241710
26.00,8.093059760,2.677550763,Macro,91.56749737
47.00,11.613787500,1.815052726,Nano,164.68030390
75.00,30.503723600,3.850431399,Macro,269.86953080
63.00,20.165048660,3.549288353,Micro,225.46337620
90.00,32.904659720,5.083271911,Nano,321.52759160
69.00,17.551189620,3.143709747,Micro,246.23884950
45.00,10.908638060,3.192073711,Mega,158.31315090
40.00,18.150109910,3.230139036,Macro,145.52225900
60.00,14.860216680,4.607362648,Nano,212.99575390
46.00,13.180205460,3.235491340,Micro,160.09515320
68.00,25.613700180,6.464483068,Nano,241.03434660
38.00,9.060266838,0.887353031,Macro,139.22862750
76.00,27.596101490,3.303434183,Micro,275.42775470
20.00,7.756875760,2.572286867,Mega,67.57490362
78.00,30.880487950,10.188754850,Mega,280.19196580
85.00,22.859412760,7.506443292,Nano,300.24926400
56.00,22.810451970,2.525908541,Mega,205.48409950
39.00,18.170306620,4.848508766,Nano,133.42471920
78.00,28.715799990,6.852004197,Nano,278.85083460
54.00,16.179558910,2.089970315,Micro,190.25200810
25.00,19.232066270,4.730563384,Macro,85.64438470
65.00,23.251073960,2.460484219,Micro,232.10796700
85.00,33.418365230,4.973469351,Mega,304.30249590
59.00,23.464161670,3.671607869,Macro,210.48653600
57.00,12.480403250,1.319113037,Mega,203.94877790
28.00,4.501081536,1.913826140,Micro,99.73547127
18.00,1.864835189,1.069212540,Macro,65.06488853
29.00,6.043136607,2.687085163,Macro,101.71907250
95.00,28.039573270,2.832569780,Mega,335.60432240
60.00,22.601445020,6.898288302,Macro,213.71715270
60.00,22.518668480,8.211918044,Macro,208.82741800
64.00,21.478195300,7.187973139,Nano,233.40353730
71.00,28.989318130,4.510760387,Nano,250.15175520
100.00,30.445148900,7.897284137,Mega,353.74591820
72.00,24.499532050,3.518819199,Macro,257.44344010
99.00,30.967922540,5.586192961,Nano,352.82137650
43.00,15.031386230,0.742116974,Mega,152.04937400
89.00,41.553739510,6.947762673,Micro,313.05528150
68.00,29.222603570,4.406522888,Macro,238.09090920
40.00,21.786293190,7.451511141,Micro,139.51720920
51.00,20.673137530,2.285148533,Micro,183.61634990
17.00,0.000683948,0.672619169,Nano,58.09863066
47.00,2.014777418,1.070821747,Nano,165.57604590
32.00,0.084174691,0.643276240,Mega,113.30085720
45.00,11.864783350,1.576683416,Nano,159.50953370
46.00,11.410022350,2.694955186,Mega,158.80047280
49.00,20.771809630,3.689627871,Nano,170.20139520
65.00,26.974305700,5.266266037,Nano,231.35139430
74.00,21.970875960,8.203744409,Macro,263.42993190
75.00,19.524748850,2.011565642,Micro,272.41277290
33.00,10.398037350,1.315125540,Macro,117.75164340
80.00,24.742004060,1.469919578,Mega,284.17300090
17.00,13.332455080,3.854678784,Mega,61.39875271
100.00,36.761585960,6.258340608,Micro,356.44129030
13.00,2.807795774,0.601655890,Mega,48.15867528
87.00,29.114927880,6.434981931,Nano,310.04880480
80.00,24.009265220,0.277916714,Macro,288.66055460
25.00,5.308684631,1.459211679,Nano,89.75857399
65.00,22.505064620,6.523355861,Macro,227.62448300
15.00,7.650640038,3.483067269,Micro,56.34621181
90.00,30.822986890,1.891624828,Nano,322.84785290
87.00,24.738278160,3.608007687,Mega,313.19326870
87.00,29.327362290,1.618873632,Nano,310.12283990
35.00,14.824545220,1.765247886,Nano,122.06553800
58.00,18.248446370,0.464631537,Macro,207.27871580
11.00,1.530852300,2.412231941,Micro,36.97050118
85.00,32.618283430,7.461405498,Mega,301.71047810
64.00,25.280474040,1.795472681,Macro,223.86188660
69.00,13.212716270,2.513438870,Mega,245.46350490
38.00,5.433861834,4.682299460,Macro,134.78429780
42.00,9.042435583,0.400175497,Nano,150.46352260
10.00,3.779924037,1.188229762,Macro,40.69590144
88.00,25.788934570,5.871907356,Mega,315.09318330
18.00,4.324678210,1.383422123,Mega,60.91377507
77.00,28.536922210,3.714551546,Mega,271.69063100
24.00,10.265877150,4.105277331,Nano,84.19691110
87.00,21.655607830,4.342996442,Macro,306.90109380
64.00,25.139079690,3.249423621,Nano,231.65769380
20.00,3.655618827,0.901505113,Nano,59.49157912
68.00,18.708630890,1.950714199,Mega,244.40555130
20.00,1.957628612,0.873307408,Macro,68.32842672
43.00,14.922352880,2.357322546,Macro,152.20545230
70.00,23.175390590,4.579829006,Macro,245.51418160
64.00,22.859084730,7.595223422,Micro,226.72749180
41.00,8.207210536,0.054399134,Nano,143.49261910
23.00,12.369884200,0.564642432,Micro,82.77529468
52.00,17.296924450,1.341983961,Micro,182.68595070
23.00,4.523879459,3.658953779,Nano,83.35221964
61.00,29.988078280,5.491511053,Micro,215.15373130
51.00,13.874618160,3.553056769,Nano,188.09157350
18.00,7.929312525,2.364400595,Mega,68.20662226
77.00,21.265099980,5.222109920,Micro,272.86548860
39.00,10.886331390,0.109931925,Nano,133.67865600
33.00,0.946800090,0.659368424,Macro,118.09296810
10.00,7.085628089,0.620930871,Nano,36.56273000
16.00,5.671721291,0.712198048,Nano,53.79021764
37.00,7.770454122,1.797070674,Micro,135.72137980
33.00,7.047832451,1.939791634,Macro,114.67745260
71.00,24.375377420,3.050471293,Macro,253.85997280
75.00,20.623115440,6.519578952,Macro,265.81669870
19.00,12.521812670,1.924052672,Micro,66.91309675
77.00,19.190585310,1.966278450,Micro,279.22442590
74.00,20.404645940,3.936969494,Macro,263.21910680
70.00,15.292558810,2.437563019,Micro,251.75799310
33.00,3.927267480,2.376656144,Mega,118.50826250
58.00,11.773127300,0.101324028,Micro,209.29389430
13.00,11.952481010,3.326804424,Nano,52.44377341
80.00,18.781093940,4.054434455,Micro,283.53992830
34.00,7.767692583,2.769472522,Macro,117.97142500
19.00,0.194576476,1.235674585,Mega,64.57192004
78.00,26.827397060,2.389919757,Micro,277.97190360
38.00,7.882629022,0.921557242,Nano,137.58625120
94.00,26.872870010,2.585689594,Macro,333.04844250
68.00,30.357777370,4.303529107,Macro,241.27531850
27.00,14.022102630,1.088194757,Nano,98.92909094
57.00,16.685099760,0.667511487,Mega,201.08113490
76.00,31.207507470,4.292261144,Mega,271.22241800
97.00,25.473532610,1.533320645,Nano,343.67337490
53.00,15.310542880,2.280185979,Macro,191.48320780
15.00,11.356235050,0.859390640,Mega,51.32043539
87.00,29.353321750,6.940423544,Macro,303.59415720
54.00,14.119059960,4.215642130,Nano,190.28446430
37.00,6.460701926,1.332038473,Nano,132.42699980
25.00,5.739965646,0.235851848,Macro,83.43090740
67.00,22.051714170,3.380999278,Mega,240.36159200
93.00,32.521595280,6.428194995,Micro,326.65300060
58.00,16.224880150,3.386847875,Mega,210.52471840
59.00,15.415420770,1.707459574,Mega,211.17694600
90.00,26.774260320,5.958191412,Macro,318.54500160
99.00,28.344816420,5.939716823,Mega,348.27425030
47.00,14.265136550,0.454169997,Mega,166.35482540
100.00,27.318296460,3.269504966,Macro,356.25623630
20.00,14.135340240,3.890982839,Micro,69.83370712
53.00,15.738604380,4.224996581,Mega,190.68223520
38.00,16.089437370,2.525347278,Micro,138.02690280
19.00,7.529380566,0.663731937,Nano,68.48861968
69.00,22.997360220,5.937954803,Macro,241.17624620
23.00,17.882777760,0.724534451,Nano,80.75858475
25.00,1.833772485,1.466704533,Macro,90.30092951
39.00,5.906967275,3.587998300,Mega,140.02473920
100.00,31.646288900,6.521084810,Micro,356.51770110
12.00,2.201477322,0.166173465,Micro,44.99813919
46.00,17.946872120,1.643429846,Micro,158.66791650
15.00,0.616376150,1.584732553,Micro,48.19920075
91.00,23.743407470,6.509060472,Mega,318.14561200
79.00,17.402339180,4.550484424,Macro,282.69289780
23.00,7.568249276,1.344170818,Micro,79.20466841
96.00,33.980639240,6.003671155,Macro,347.48506160
70.00,29.746771070,4.842879655,Nano,245.15801300
95.00,27.608909980,5.965674717,Micro,342.37475200
75.00,28.100150170,6.641151306,Macro,265.46591350
62.00,22.157193290,1.174740673,Macro,223.04329930
99.00,34.852087830,4.438102223,Micro,351.07366140
33.00,20.903965940,5.870763969,Nano,114.92704440
16.00,6.352914129,5.654725259,Nano,64.56053498
49.00,15.760313910,2.761035651,Macro,179.39326730
14.00,4.269271761,1.705284552,Nano,49.11321626
72.00,26.134777940,2.501086045,Mega,258.43226060
63.00,24.337605540,3.647264547,Mega,223.23738980
66.00,20.886610890,4.727851849,Micro,237.11211830
76.00,18.629237640,3.880480663,Macro,271.13261520
88.00,35.506077890,5.870154103,Macro,311.51144890
25.00,7.690011836,0.572313335,Mega,87.90067563
76.00,16.709314710,1.792285775,Mega,269.73756920
20.00,4.636437872,5.109243538,Micro,72.46791334
19.00,4.906580811,3.263641471,Nano,66.57050729
15.00,3.773286785,0.135074302,Nano,55.67421374
14.00,5.478510793,2.250340619,Macro,49.66101465
24.00,11.797968720,5.560012566,Macro,82.13347229
75.00,31.226155230,4.872158084,Mega,262.64876310
27.00,3.349022876,0.783864614,Mega,93.19571336
14.00,2.470891055,1.029124697,Nano,49.76578638
72.00,18.157609920,3.376908824,Macro,254.45666170
72.00,8.623786376,2.562239937,Micro,256.17398700
82.00,33.966482880,9.127437448,Mega,294.96932450
66.00,18.744511610,3.009174444,Micro,234.77717160
83.00,26.019493950,4.824377926,Nano,295.05362500
61.00,11.737598350,1.040604116,Macro,218.97262250
64.00,13.461720840,1.849160984,Mega,229.49780020
18.00,6.498471407,1.634970554,Nano,59.63995335
61.00,26.148819550,1.866911198,Nano,219.07835370
34.00,12.350390710,6.240126920,Mega,118.33475840
68.00,29.301503200,0.673080227,Nano,238.67571080
30.00,9.253700544,1.377505526,Micro,106.92084960
48.00,14.298581270,1.588769981,Mega,167.85677450
22.00,2.685571253,2.783753323,Macro,84.11566339
25.00,11.132950600,2.882927209,Nano,89.41418055
88.00,31.640992550,4.554771672,Nano,310.48036760
78.00,19.518953840,1.820807646,Micro,282.93197330
10.00,3.986323355,0.030038227,Macro,38.67562299
20.00,8.995115117,0.684036129,Macro,65.54022346
38.00,9.608401774,0.266972471,Micro,137.56721880
51.00,23.059430720,4.309633654,Micro,177.49587270
89.00,21.766126460,2.193168407,Micro,317.47104430
40.00,9.790167854,5.124846848,Micro,141.26332980
38.00,22.377054630,5.517499206,Nano,134.18870910
44.00,16.232215630,0.813393990,Nano,161.45467970
99.00,32.672095610,1.801486331,Micro,349.37633020
36.00,10.604199060,3.560618087,Micro,135.35634560
14.00,1.304559995,2.523884417,Mega,49.64602089
41.00,9.632766329,3.042221761,Macro,146.94655320
43.00,4.246828009,1.182699755,Micro,151.64157600
34.00,8.353308820,0.260972544,Micro,114.38253240
75.00,28.556604960,4.744486496,Micro,264.78570080
39.00,11.377459370,1.560846760,Micro,143.59975890
56.00,24.395031940,7.606384879,Micro,210.56894470
30.00,5.927109027,3.881455379,Mega,104.58327710
80.00,27.705905370,7.419605849,Nano,286.53286860
15.00,7.094611415,3.515823020,Mega,54.92793416
25.00,11.095350680,0.337279593,Micro,90.70924854
49.00,10.055741970,3.472817536,Micro,179.13155610
93.00,25.989923470,4.655323383,Macro,333.31984270
54.00,21.739928560,5.195618185,Nano,188.36374310
22.00,4.853494110,0.017377461,Micro,80.92197504
46.00,19.510739720,3.107126419,Mega,163.23108790
30.00,10.557405690,3.122487155,Mega,108.64907580
40.00,19.530337040,2.761218278,Micro,140.73277180
11.00,1.773427880,1.882742602,Nano,40.81688385
18.00,11.605781870,1.587599101,Micro,63.09085922
97.00,27.202823640,8.986277187,Nano,343.76953290
79.00,17.944596920,2.623383499,Macro,277.91271110
44.00,17.269397780,4.424545391,Micro,158.57207070
88.00,31.533064370,4.700588280,Micro,312.57978940
29.00,15.363557750,6.625992213,Micro,106.99953380
40.00,15.215811340,2.527104197,Micro,143.53749240
32.00,10.996620270,0.740323295,Micro,111.45359670
65.00,18.059324590,1.510221039,Mega,231.30451410
13.00,13.861546440,1.778025776,Mega,45.80862974
45.00,10.974133890,0.165895992,Macro,155.50458010
80.00,23.629423060,4.262442573,Macro,282.85961660
76.00,18.665749640,2.119379814,Nano,271.82597300
90.00,32.036021950,2.232688226,Nano,316.37123790
32.00,12.974438370,5.112082652,Nano,117.09777800
52.00,12.813570900,3.970403150,Micro,182.97719100
24.00,5.095979276,2.833283442,Nano,82.39930061
15.00,7.033246644,4.298958870,Macro,53.62777047
10.00,4.952233443,2.039853759,Macro,37.94248252
59.00,17.564211990,2.188043777,Micro,210.81273300
47.00,7.617127951,2.274600961,Micro,163.34180860
77.00,31.416439850,5.671164791,Mega,272.40633870
29.00,12.869044270,5.144390057,Macro,100.27705390
38.00,16.848114590,3.975007849,Mega,142.22298160
48.00,10.374040920,2.612899858,Micro,166.20034820
30.00,21.095023830,7.972159086,Mega,108.29832420
36.00,7.870507587,1.157604556,Mega,129.35835200
86.00,30.728752750,3.691274704,Macro,307.29776030
70.00,17.122639040,0.299074150,Micro,250.72579020
86.00,21.649406480,0.404270733,Nano,309.66521490
21.00,10.860144330,1.318393616,Mega,75.89440591
81.00,22.410302260,2.189639013,Nano,287.63780700
41.00,13.324636780,5.088006037,Mega,141.31469900
76.00,29.043128970,1.684833290,Micro,273.96919430
57.00,25.315245850,3.522263977,Nano,203.77182640
98.00,26.189841700,0.681756659,Mega,345.96289800
72.00,22.290049160,2.957219430,Macro,254.38068680
99.00,41.964606070,9.476641246,Mega,357.39299200
23.00,5.564666466,0.327746146,Nano,82.64871392
10.00,1.294193924,0.128502860,Macro,41.21001616
27.00,5.595845332,1.583301743,Macro,98.55411089
87.00,27.021766230,1.799590879,Micro,309.14097450
53.00,14.340889630,1.005351601,Nano,187.44086590
80.00,18.867477370,2.041285539,Nano,281.50094250
63.00,18.444230520,0.952442375,Macro,220.34413600
42.00,23.239177060,3.820399478,Nano,147.22637540
70.00,21.553886500,2.029129901,Micro,247.15099100
64.00,22.358077560,2.546508726,Mega,226.98808170
75.00,27.708035360,2.231371578,Macro,266.91403750
22.00,0.215380634,2.291230600,Macro,77.99521830
82.00,26.010844660,4.803605016,Micro,290.45870840
66.00,29.886646630,5.667107554,Mega,230.66732700
28.00,14.079389910,5.970218300,Nano,97.31993362
74.00,26.877387580,3.516430061,Micro,265.13942410
29.00,6.276701916,3.998939566,Mega,103.31184780
